timestamp,load_kw
2009-01-01 00:00:00,0.5349333333333333
2009-01-01 01:00:00,0.5404666666666667
2009-01-01 02:00:00,0.5753666666666667
2009-01-01 03:00:00,0.5265
2009-01-01 04:00:00,0.5219
2009-01-01 05:00:00,0.5653333333333334
2009-01-01 06:00:00,1.4264666666666665
2009-01-01 07:00:00,0.6020666666666667
2009-01-01 08:00:00,0.5474333333333334
2009-01-01 09:00:00,0.5250666666666667
2009-01-01 10:00:00,1.2703
2009-01-01 11:00:00,0.3937666666666667
2009-01-01 12:00:00,0.27799999999999997
2009-01-01 13:00:00,0.29396666666666665
2009-01-01 14:00:00,0.28703333333333336
2009-01-01 15:00:00,0.2798
2009-01-01 16:00:00,1.2775666666666665
2009-01-01 17:00:00,0.2657333333333333
2009-01-01 18:00:00,0.9248333333333334
2009-01-01 19:00:00,1.7435333333333332
2009-01-01 20:00:00,3.4587999999999997
2009-01-01 21:00:00,2.112566666666667
2009-01-01 22:00:00,1.6109333333333333
2009-01-01 23:00:00,2.8825
2009-01-02 00:00:00,2.4007
2009-01-02 01:00:00,0.4316333333333333
2009-01-02 02:00:00,0.3228666666666667
2009-01-02 03:00:00,0.29100000000000004
2009-01-02 04:00:00,0.44380000000000003
2009-01-02 05:00:00,0.9572666666666667
2009-01-02 06:00:00,0.304
2009-01-02 07:00:00,0.2909
2009-01-02 08:00:00,1.0275666666666667
2009-01-02 09:00:00,1.2594666666666667
2009-01-02 10:00:00,3.368666666666667
2009-01-02 11:00:00,3.129166666666667
2009-01-02 12:00:00,1.3786999999999998
2009-01-02 13:00:00,1.3643333333333334
2009-01-02 14:00:00,1.7821666666666667
2009-01-02 15:00:00,2.4419
2009-01-02 16:00:00,2.3493666666666666
2009-01-02 17:00:00,3.092233333333333
2009-01-02 18:00:00,4.0648
2009-01-02 19:00:00,2.7377
2009-01-02 20:00:00,1.4126333333333332
2009-01-02 21:00:00,1.4073
2009-01-02 22:00:00,1.8480999999999999
2009-01-02 23:00:00,0.6855666666666667
2009-01-03 00:00:00,0.2881
2009-01-03 01:00:00,0.2966
2009-01-03 02:00:00,0.2873
2009-01-03 03:00:00,0.3031666666666667
2009-01-03 04:00:00,0.3300666666666666
2009-01-03 05:00:00,0.3046333333333333
2009-01-03 06:00:00,0.7821
2009-01-03 07:00:00,0.3282333333333333
2009-01-03 08:00:00,2.368866666666667
2009-01-03 09:00:00,1.7896333333333334
2009-01-03 10:00:00,2.1131
2009-01-03 11:00:00,3.7428000000000003
2009-01-03 12:00:00,2.3740666666666663
2009-01-03 13:00:00,1.2279000000000002
2009-01-03 14:00:00,1.6327333333333334
2009-01-03 15:00:00,0.9049
2009-01-03 16:00:00,0.7316
2009-01-03 17:00:00,0.7005333333333332
2009-01-03 18:00:00,1.5782333333333334
2009-01-03 19:00:00,3.0242999999999998
2009-01-03 20:00:00,2.3588666666666667
2009-01-03 21:00:00,1.7187333333333332
2009-01-03 22:00:00,1.3598666666666666
2009-01-03 23:00:00,1.3452666666666666
2009-01-04 00:00:00,0.4587
